epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
40,892.005,0.93222,3.21997,0.25507,0.74823,1.33185,0.93749,0.9239,0.95578,0.75324,0.8841,0.87003,0.90231,0.4087,0.802,2.53396,0.06394,0.52642,1.46611,0.000682043,0.000682043,0.000682043
41,911.97,0.91901,3.12805,0.25229,0.73979,1.32055,0.91573,0.94932,0.9432,0.73984,0.85365,0.88051,0.84391,0.42037,0.82939,2.54379,0.05536,0.57259,1.47691,0.000671044,0.000671044,0.000671044
42,931.894,0.90473,3.22714,0.24138,0.73484,1.32064,0.96011,0.95503,0.96293,0.7534,0.91253,0.8798,0.89375,0.4574,0.82652,2.26081,0.04676,0.51725,1.47086,0.000660045,0.000660045,0.000660045
43,953.853,0.90694,3.1639,0.2485,0.70608,1.30874,0.92666,0.94285,0.95456,0.75848,0.91372,0.87081,0.89517,0.45603,0.80798,2.30759,0.06856,0.51088,1.43468,0.000649046,0.000649046,0.000649046
44,974.315,0.9045,3.08374,0.237,0.71049,1.31541,0.94309,0.94406,0.96428,0.7378,0.86532,0.86024,0.84876,0.41814,0.84224,2.64252,0.03571,0.54668,1.48459,0.000638047,0.000638047,0.000638047
45,994.21,0.88813,2.9903,0.24175,0.69613,1.30811,0.91418,0.94877,0.9567,0.77434,0.88224,0.91284,0.9049,0.45236,0.74697,2.29389,0.05229,0.51924,1.40977,0.000627048,0.000627048,0.000627048
46,1015.99,0.91576,2.969,0.23962,0.70508,1.31634,0.91411,0.92301,0.95595,0.76409,0.89198,0.90372,0.91296,0.48099,0.8019,2.26199,0.04257,0.53911,1.44101,0.000616049,0.000616049,0.000616049
47,1036.27,0.87106,2.8872,0.23284,0.69308,1.29717,0.93607,0.92807,0.94961,0.7372,0.91711,0.90152,0.89093,0.46136,0.86397,2.29629,0.04974,0.57505,1.49358,0.000605051,0.000605051,0.000605051
48,1056.94,0.88909,2.95067,0.23152,0.68518,1.29492,0.94301,0.94798,0.9556,0.76295,0.89781,0.8939,0.86454,0.45474,0.7891,2.48779,0.04667,0.53046,1.4465,0.000594052,0.000594052,0.000594052
49,1078.04,0.87967,2.81917,0.23262,0.67854,1.2976,0.94283,0.94788,0.95996,0.78968,0.91295,0.91905,0.92216,0.48911,0.73844,2.12921,0.05169,0.48137,1.3873,0.000583053,0.000583053,0.000583053
50,1098.82,0.87179,2.95371,0.23819,0.67619,1.30359,0.93722,0.95883,0.96784,0.76559,0.90715,0.89215,0.89027,0.47073,0.82853,2.35767,0.0408,0.50301,1.47141,0.000572054,0.000572054,0.000572054
51,1120.32,0.86702,2.91876,0.23207,0.6713,1.27302,0.95864,0.93475,0.97291,0.79663,0.93574,0.8612,0.8856,0.49797,0.77101,2.48777,0.02962,0.49851,1.41573,0.000561055,0.000561055,0.000561055
52,1140.93,0.87574,2.80227,0.2275,0.67315,1.29829,0.9264,0.93083,0.95419,0.78273,0.8774,0.88363,0.88331,0.49259,0.77568,2.21155,0.02969,0.50435,1.39916,0.000550056,0.000550056,0.000550056
53,1161.03,0.85922,2.77822,0.22749,0.66499,1.27441,0.93075,0.9346,0.94894,0.77939,0.8971,0.90008,0.90919,0.50686,0.78014,2.0705,0.03887,0.51172,1.41796,0.000539057,0.000539057,0.000539057
54,1182.68,0.85858,2.78789,0.23218,0.6548,1.28275,0.92124,0.94641,0.95921,0.77239,0.8783,0.89215,0.89467,0.49049,0.74768,2.05978,0.03688,0.49476,1.39676,0.000528058,0.000528058,0.000528058
55,1202.56,0.85296,2.71048,0.2242,0.6378,1.26743,0.94105,0.94024,0.95008,0.77434,0.92218,0.92024,0.90172,0.48977,0.70741,2.06541,0.03444,0.47692,1.34246,0.000517059,0.000517059,0.000517059
56,1222.45,0.84664,2.74123,0.22355,0.65697,1.26773,0.95924,0.93997,0.9661,0.77632,0.91773,0.89951,0.89956,0.51015,0.81151,2.13324,0.03578,0.4818,1.44368,0.00050606,0.00050606,0.00050606
57,1243.5,0.83914,2.74016,0.2256,0.64693,1.26461,0.94198,0.94139,0.94411,0.76028,0.90241,0.89928,0.86939,0.4959,0.76223,2.02648,0.05784,0.52871,1.39779,0.000495062,0.000495062,0.000495062
58,1263.74,0.8304,2.64923,0.22166,0.64588,1.26133,0.96188,0.9572,0.97607,0.7908,0.93897,0.90535,0.91618,0.49066,0.73651,2.19807,0.03903,0.45825,1.36386,0.000484063,0.000484063,0.000484063
59,1285.52,0.83619,2.69868,0.2257,0.63355,1.26062,0.96393,0.9495,0.96863,0.78857,0.92356,0.90933,0.89845,0.48823,0.74558,2.17397,0.03076,0.48247,1.3706,0.000473064,0.000473064,0.000473064
60,1306.54,0.8237,2.62537,0.21685,0.62775,1.25536,0.95264,0.94846,0.96818,0.7998,0.94145,0.93176,0.9387,0.56631,0.73347,1.89701,0.03605,0.46922,1.3462,0.000462065,0.000462065,0.000462065
61,1327.46,0.82672,2.59602,0.22125,0.63138,1.26625,0.98043,0.9628,0.97788,0.80897,0.95916,0.93721,0.94758,0.54354,0.69394,1.96005,0.05669,0.42488,1.3156,0.000451066,0.000451066,0.000451066
62,1349.45,0.82349,2.57873,0.21641,0.63561,1.26009,0.95797,0.95974,0.95908,0.78544,0.92997,0.93261,0.92857,0.53601,0.71988,2.07031,0.04753,0.44394,1.37339,0.000440067,0.000440067,0.000440067
63,1369.55,0.81287,2.66233,0.21901,0.62238,1.25083,0.95932,0.94446,0.97389,0.80734,0.92132,0.90154,0.93063,0.56111,0.70695,1.93224,0.03015,0.44619,1.35802,0.000429068,0.000429068,0.000429068
64,1390.01,0.79411,2.5426,0.22612,0.60024,1.24161,0.94237,0.94866,0.96872,0.79732,0.89935,0.90877,0.91138,0.50952,0.73841,2.04793,0.03516,0.47337,1.37007,0.000418069,0.000418069,0.000418069
65,1411.97,0.80187,2.50091,0.21771,0.59807,1.23788,0.96466,0.95222,0.96832,0.80555,0.94657,0.93293,0.94777,0.56434,0.68672,1.87299,0.03709,0.44616,1.32957,0.00040707,0.00040707,0.00040707
66,1432.5,0.78537,2.37649,0.2178,0.58398,1.22492,0.94917,0.94618,0.95373,0.78567,0.92788,0.92595,0.92183,0.53416,0.6897,1.89847,0.02348,0.45165,1.32037,0.000396071,0.000396071,0.000396071
67,1453.13,0.77172,2.39096,0.21508,0.5949,1.22726,0.94962,0.94367,0.95341,0.78917,0.93572,0.92999,0.92859,0.55052,0.67566,1.90337,0.03027,0.45331,1.30724,0.000385073,0.000385073,0.000385073
68,1474.04,0.77051,2.43266,0.22016,0.58106,1.21748,0.96464,0.95344,0.96231,0.78899,0.94385,0.93321,0.92994,0.56525,0.69769,1.74808,0.01883,0.44408,1.33582,0.000374074,0.000374074,0.000374074
69,1494.52,0.75871,2.37303,0.21326,0.56218,1.20982,0.9514,0.95703,0.96963,0.80769,0.94136,0.94008,0.94082,0.56374,0.69187,1.91478,0.02565,0.43753,1.33791,0.000363075,0.000363075,0.000363075
70,1516.4,0.78158,2.32712,0.21724,0.57274,1.2358,0.9392,0.95027,0.95797,0.79466,0.90768,0.91614,0.91382,0.56009,0.69697,1.85811,0.04237,0.47478,1.33902,0.000352076,0.000352076,0.000352076
71,1536.68,0.78164,2.40227,0.21469,0.58606,1.22904,0.95399,0.95405,0.96946,0.8041,0.94571,0.93861,0.94874,0.5905,0.67653,1.7415,0.03634,0.43692,1.31239,0.000341077,0.000341077,0.000341077
72,1557.02,0.77548,2.34061,0.21662,0.56468,1.22099,0.973,0.94551,0.97399,0.80485,0.94347,0.91514,0.9203,0.57084,0.67039,1.94264,0.0462,0.42438,1.33449,0.000330078,0.000330078,0.000330078
73,1578.57,0.77418,2.32268,0.20899,0.56492,1.22336,0.95533,0.94745,0.96585,0.81573,0.92119,0.91404,0.92277,0.60274,0.67815,1.78887,0.02361,0.4275,1.3199,0.000319079,0.000319079,0.000319079
74,1598.95,0.75388,2.25418,0.21522,0.55858,1.2157,0.95413,0.95951,0.96663,0.8114,0.94044,0.931,0.92567,0.60184,0.67344,1.73872,0.03178,0.43218,1.32104,0.00030808,0.00030808,0.00030808
75,1618.91,0.74419,2.22543,0.20888,0.55506,1.20241,0.96036,0.94258,0.96948,0.81447,0.93293,0.91546,0.93524,0.5938,0.67533,1.79937,0.02868,0.40351,1.32352,0.000297081,0.000297081,0.000297081
76,1640.47,0.78043,2.28301,0.20857,0.58865,1.22928,0.94843,0.95471,0.97459,0.82472,0.93545,0.92235,0.94346,0.60915,0.66785,1.7595,0.03895,0.41359,1.31336,0.000286083,0.000286083,0.000286083
77,1660.59,0.73539,2.1978,0.21129,0.54593,1.19736,0.94889,0.9564,0.96716,0.81257,0.91461,0.92327,0.92875,0.58883,0.65908,1.72926,0.02023,0.43741,1.31835,0.000275084,0.000275084,0.000275084
78,1680.42,0.75755,2.22937,0.21111,0.55445,1.21208,0.95583,0.95307,0.9704,0.81312,0.93515,0.93261,0.94595,0.61992,0.67797,1.65252,0.04128,0.41638,1.33212,0.000264085,0.000264085,0.000264085
79,1701.88,0.72817,2.11735,0.21002,0.53221,1.1958,0.96698,0.96704,0.97355,0.82321,0.93874,0.93993,0.9404,0.60629,0.65349,1.72775,0.02655,0.41088,1.29108,0.000253086,0.000253086,0.000253086
80,1721.74,0.74681,2.14649,0.20707,0.54364,1.20833,0.95545,0.95951,0.96712,0.81585,0.91496,0.91928,0.91296,0.59118,0.66097,1.85075,0.02499,0.43044,1.2921,0.000242087,0.000242087,0.000242087
81,1742.24,0.72971,2.17826,0.20483,0.53414,1.20074,0.97143,0.958,0.97842,0.82349,0.95739,0.94446,0.95793,0.63562,0.65592,1.52461,0.02664,0.39077,1.30409,0.000231088,0.000231088,0.000231088
82,1763.52,0.7144,2.09305,0.20756,0.5143,1.17949,0.97675,0.96908,0.98494,0.8274,0.96221,0.95619,0.9667,0.66058,0.66261,1.50644,0.03314,0.39514,1.31437,0.000220089,0.000220089,0.000220089
83,1783.67,0.71327,2.08246,0.20235,0.51909,1.18472,0.97127,0.94155,0.97736,0.82322,0.95076,0.92129,0.95068,0.62364,0.66411,1.62257,0.02788,0.41521,1.30172,0.00020909,0.00020909,0.00020909
84,1804.72,0.7264,2.13227,0.20361,0.53434,1.19094,0.95405,0.95951,0.97179,0.82696,0.93987,0.94595,0.9514,0.64659,0.6316,1.50027,0.02383,0.41164,1.27967,0.000198091,0.000198091,0.000198091
85,1824.7,0.71809,2.04891,0.19398,0.52,1.18543,0.96144,0.93951,0.96791,0.81891,0.94726,0.92595,0.94653,0.64131,0.62164,1.52184,0.0212,0.40551,1.28682,0.000187092,0.000187092,0.000187092
86,1844.32,0.71336,2.08592,0.20343,0.50277,1.18503,0.95861,0.94202,0.97402,0.82696,0.94473,0.93062,0.95244,0.61603,0.62659,1.57406,0.03133,0.39635,1.29192,0.000176094,0.000176094,0.000176094
87,1865.5,0.7106,2.00487,0.20872,0.51496,1.19126,0.93227,0.947,0.96584,0.82549,0.92823,0.91928,0.93796,0.62556,0.61663,1.66002,0.02627,0.40238,1.27541,0.000165095,0.000165095,0.000165095
88,1885.22,0.69666,1.98321,0.20078,0.50834,1.18432,0.95474,0.95491,0.97561,0.83171,0.92662,0.92821,0.94038,0.6431,0.61465,1.62219,0.02509,0.4146,1.27335,0.000154096,0.000154096,0.000154096
89,1905.07,0.69692,2.03932,0.19973,0.50694,1.17568,0.9851,0.93933,0.97583,0.82818,0.9698,0.92594,0.95314,0.65323,0.62603,1.47924,0.02525,0.38525,1.28688,0.000143097,0.000143097,0.000143097
90,1926.21,0.69271,2.00376,0.20286,0.49312,1.17265,0.96787,0.94617,0.97536,0.82346,0.94658,0.9261,0.94817,0.65752,0.61917,1.55883,0.02499,0.39568,1.2718,0.000132098,0.000132098,0.000132098
91,1948.75,0.56757,1.55933,0.12772,0.36779,1.18472,0.96797,0.93266,0.96999,0.81743,0.95274,0.91091,0.93661,0.63312,0.62033,1.55974,0.01659,0.4163,1.28063,0.000121099,0.000121099,0.000121099
92,1969.1,0.54172,1.42015,0.08868,0.33091,1.15363,0.92142,0.96951,0.97274,0.82337,0.93277,0.92527,0.94861,0.65697,0.59917,1.44393,0.01678,0.41134,1.24711,0.0001101,0.0001101,0.0001101
93,1988.11,0.53107,1.38286,0.08366,0.32041,1.16158,0.96653,0.93198,0.97492,0.83378,0.95221,0.91842,0.95133,0.65306,0.57676,1.4218,0.01934,0.39007,1.23644,9.91012e-05,9.91012e-05,9.91012e-05
94,2006.98,0.50882,1.32872,0.07872,0.31123,1.13215,0.94111,0.96175,0.97094,0.83432,0.94054,0.92325,0.94635,0.66347,0.58,1.37494,0.01614,0.38316,1.23099,8.81023e-05,8.81023e-05,8.81023e-05
95,2026.57,0.5041,1.30979,0.08212,0.30646,1.13466,0.95377,0.94253,0.97007,0.83645,0.93962,0.92897,0.94749,0.67387,0.5634,1.3522,0.01486,0.38578,1.22424,7.71034e-05,7.71034e-05,7.71034e-05
96,2046.28,0.49373,1.24465,0.07408,0.29565,1.11744,0.95,0.95768,0.97398,0.83759,0.92874,0.93726,0.94963,0.68086,0.56594,1.31019,0.01107,0.39187,1.2207,6.61045e-05,6.61045e-05,6.61045e-05
97,2065.32,0.49482,1.22499,0.07167,0.29951,1.11654,0.96004,0.94168,0.97066,0.83647,0.94537,0.92823,0.9485,0.6775,0.56307,1.31235,0.01368,0.39133,1.21855,5.51056e-05,5.51056e-05,5.51056e-05
98,2085.36,0.49812,1.25573,0.07728,0.29207,1.12327,0.96235,0.93478,0.97528,0.8358,0.94769,0.92135,0.95016,0.67771,0.55663,1.30856,0.01198,0.37749,1.21325,4.41067e-05,4.41067e-05,4.41067e-05
99,2105.61,0.48327,1.20401,0.07496,0.29027,1.09973,0.96333,0.94328,0.97751,0.84568,0.94868,0.9299,0.95346,0.68815,0.55349,1.27416,0.01129,0.37973,1.20808,3.31078e-05,3.31078e-05,3.31078e-05
100,2125.06,0.47986,1.18914,0.06818,0.28863,1.10704,0.94719,0.96256,0.9776,0.84223,0.95017,0.93218,0.95259,0.68537,0.54874,1.29028,0.01141,0.36692,1.20337,2.21089e-05,2.21089e-05,2.21089e-05
