epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,553.456,1.33936,5.62283,0.34097,1.52982,1.65423,0.70893,0.81078,0.82845,0.52319,0.33955,0.31148,0.24293,0.0661,1.26741,5.39454,0.07903,1.00764,1.89829,0.000986346,0.000986346,0.000986346
19,584.428,1.33404,5.49252,0.32868,1.43745,1.62893,0.75916,0.78455,0.82803,0.52057,0.42377,0.40516,0.31272,0.08783,1.19893,4.95304,0.07664,0.99571,1.86485,0.000979013,0.000979013,0.000979013
20,614.227,1.33438,5.51615,0.32957,1.46177,1.61993,0.7661,0.79211,0.8279,0.53829,0.39625,0.40778,0.3102,0.07265,1.1408,5.22719,0.07718,1.01792,1.79795,0.000971681,0.000971681,0.000971681
21,644.997,1.26738,5.62147,0.33319,1.37727,1.57975,0.76909,0.75025,0.82397,0.53278,0.46323,0.32094,0.31981,0.08344,1.24727,5.12642,0.20782,1.09965,1.95209,0.000964348,0.000964348,0.000964348
22,675.859,1.30627,5.42049,0.32673,1.43649,1.61786,0.80331,0.82022,0.83874,0.55674,0.54297,0.53275,0.46477,0.13559,1.19291,4.44066,0.05613,0.99367,1.85219,0.000957015,0.000957015,0.000957015
23,707.831,1.27628,5.25389,0.32267,1.37868,1.57827,0.81217,0.82033,0.84518,0.57989,0.50118,0.50699,0.43373,0.1266,1.08847,4.72903,0.06481,1.07907,1.73725,0.000949683,0.000949683,0.000949683
24,738.815,1.26263,5.20066,0.32554,1.32481,1.57797,0.74878,0.77316,0.81254,0.51671,0.45622,0.40722,0.30756,0.09725,1.2592,5.05941,0.13912,1.0243,1.90734,0.00094235,0.00094235,0.00094235
25,768.927,1.25399,5.15694,0.32337,1.34229,1.57397,0.85321,0.80053,0.86539,0.60283,0.47609,0.48558,0.38412,0.10005,1.09535,4.99231,0.04688,0.90385,1.75969,0.000935018,0.000935018,0.000935018
26,799.599,1.25644,5.16681,0.31606,1.32286,1.57172,0.80675,0.87989,0.88885,0.59354,0.50967,0.52695,0.4388,0.11762,1.17355,4.36107,0.07012,0.92726,1.81592,0.000927685,0.000927685,0.000927685
27,830.365,1.24851,5.08669,0.31385,1.28757,1.57199,0.79292,0.84254,0.90265,0.59548,0.48544,0.46991,0.40706,0.12292,1.12425,4.81882,0.12466,0.90821,1.7769,0.000920352,0.000920352,0.000920352
28,861.491,1.24787,5.13392,0.3162,1.32023,1.56468,0.79217,0.87062,0.90921,0.61865,0.57484,0.45269,0.42245,0.13494,1.09562,5.08918,0.07471,0.86227,1.7436,0.00091302,0.00091302,0.00091302
29,892.376,1.25612,5.12362,0.31083,1.30061,1.57404,0.78183,0.8899,0.8979,0.60735,0.67772,0.60622,0.55317,0.17058,1.15021,4.15752,0.07181,0.83251,1.78144,0.000905687,0.000905687,0.000905687
30,924.401,1.23447,5.05515,0.31262,1.25156,1.55128,0.86757,0.84995,0.89604,0.62491,0.56435,0.52898,0.47016,0.16378,1.08587,4.74848,0.08468,0.79582,1.71089,0.000898355,0.000898355,0.000898355
31,955.498,1.2512,4.93237,0.30314,1.26658,1.56519,0.90428,0.83726,0.9153,0.64497,0.58133,0.61028,0.50921,0.16263,1.06178,4.12671,0.05026,0.76162,1.73082,0.000891022,0.000891022,0.000891022
32,985.932,1.19696,4.85472,0.30462,1.23049,1.53202,0.86989,0.79039,0.89223,0.6197,0.58362,0.53721,0.48051,0.15132,1.07937,4.37924,0.04686,0.85334,1.70482,0.000883689,0.000883689,0.000883689
33,1014.83,1.18181,4.76116,0.30041,1.20864,1.51443,0.83687,0.8565,0.89338,0.61201,0.64987,0.5334,0.53348,0.17903,1.11118,4.096,0.07203,0.87737,1.76203,0.000876357,0.000876357,0.000876357
34,1044.17,1.20953,4.81729,0.30622,1.21924,1.53802,0.82481,0.9149,0.92303,0.64257,0.53167,0.5843,0.47146,0.15125,1.06676,4.38736,0.06144,0.7429,1.6833,0.000869024,0.000869024,0.000869024
35,1073.37,1.19429,4.75606,0.30577,1.14399,1.52705,0.85362,0.88068,0.90772,0.64303,0.65053,0.61523,0.56459,0.19816,1.02847,3.97229,0.11204,0.79638,1.6724,0.000861692,0.000861692,0.000861692
36,1102.64,1.17263,4.69757,0.30529,1.15586,1.50865,0.79845,0.83584,0.86735,0.59413,0.56436,0.55981,0.45437,0.13113,1.14165,4.13269,0.08567,0.91511,1.77475,0.000854359,0.000854359,0.000854359
37,1132.74,1.16096,4.59974,0.29783,1.13688,1.50713,0.85718,0.92367,0.92072,0.66289,0.78345,0.68512,0.69719,0.26235,1.03915,3.6094,0.05221,0.74723,1.64376,0.000847026,0.000847026,0.000847026
38,1161.94,1.17071,4.55142,0.30033,1.15145,1.49831,0.8341,0.89962,0.93924,0.68285,0.64139,0.57948,0.54309,0.19426,0.97174,4.03285,0.07179,0.69102,1.61355,0.000839694,0.000839694,0.000839694
39,1191.84,1.13166,4.5913,0.29566,1.12965,1.46658,0.85422,0.80091,0.8663,0.62321,0.65887,0.59145,0.55122,0.20097,1.07836,4.01868,0.07505,0.8012,1.71203,0.000832361,0.000832361,0.000832361
40,1221.12,1.14971,4.50993,0.28799,1.1081,1.48141,0.8796,0.84079,0.93269,0.66854,0.69518,0.5869,0.58379,0.19671,0.98964,4.07792,0.03203,0.71977,1.60856,0.000825029,0.000825029,0.000825029
41,1251.29,1.14169,4.48086,0.29564,1.11697,1.47905,0.87819,0.87527,0.93513,0.67554,0.72219,0.65343,0.61572,0.19642,1.07109,3.96051,0.04168,0.71419,1.68856,0.000817696,0.000817696,0.000817696
42,1281.16,1.1491,4.46357,0.29278,1.1018,1.49267,0.86699,0.9039,0.91688,0.64059,0.70086,0.69914,0.625,0.23348,1.01633,3.63119,0.04601,0.73786,1.67067,0.000810363,0.000810363,0.000810363
43,1310.4,1.12497,4.54224,0.30558,1.07835,1.48301,0.89784,0.89243,0.93988,0.66362,0.63597,0.64029,0.56044,0.19856,1.02257,4.05151,0.03554,0.71378,1.6722,0.000803031,0.000803031,0.000803031
44,1339.62,1.12986,4.38681,0.29349,1.07938,1.46675,0.9262,0.86082,0.93645,0.68578,0.71937,0.65658,0.6244,0.23212,0.97977,3.73668,0.04892,0.67076,1.63492,0.000795698,0.000795698,0.000795698
45,1368.48,1.1244,4.31118,0.28452,1.05997,1.46358,0.86033,0.92187,0.9337,0.67022,0.7387,0.79056,0.73469,0.2723,0.99567,3.41189,0.06182,0.67617,1.63074,0.000788366,0.000788366,0.000788366
46,1398.67,1.11511,4.33695,0.28826,1.06561,1.4618,0.88743,0.88012,0.91261,0.67041,0.72313,0.69021,0.66488,0.25456,0.97026,3.71769,0.0335,0.70965,1.58731,0.000781033,0.000781033,0.000781033
47,1428.77,1.1069,4.27879,0.29298,1.0522,1.46293,0.82001,0.90586,0.92767,0.67199,0.7146,0.62947,0.61652,0.2338,0.95937,3.92315,0.07763,0.69582,1.62881,0.0007737,0.0007737,0.0007737
48,1459.22,1.09597,4.25194,0.28414,1.05827,1.45362,0.8777,0.9251,0.94104,0.68648,0.6495,0.69271,0.60766,0.2261,0.92142,3.99353,0.05103,0.64363,1.54587,0.000766368,0.000766368,0.000766368
49,1488.8,1.11098,4.1511,0.28109,1.03893,1.46604,0.91675,0.85615,0.94186,0.66817,0.76339,0.68146,0.67186,0.26333,0.98002,3.75844,0.03647,0.70625,1.61612,0.000759035,0.000759035,0.000759035
50,1518.74,1.09602,4.17645,0.27797,1.04084,1.44117,0.92829,0.89471,0.95797,0.70311,0.81479,0.77384,0.77713,0.28361,0.94423,3.50431,0.05818,0.6239,1.57697,0.000751703,0.000751703,0.000751703
51,1548.9,1.08837,4.08212,0.27454,1.0241,1.44082,0.94591,0.92128,0.95628,0.70199,0.78197,0.74987,0.70754,0.28698,0.92917,3.55679,0.09625,0.61153,1.54836,0.00074437,0.00074437,0.00074437
52,1579.31,1.08302,4.0998,0.28045,1.0189,1.44189,0.89887,0.85296,0.90772,0.67499,0.75362,0.70643,0.65915,0.27211,0.95659,3.64745,0.05954,0.67356,1.59251,0.000737037,0.000737037,0.000737037
53,1608.74,1.08839,3.99519,0.27621,1.00815,1.4475,0.86374,0.87586,0.89257,0.67082,0.73702,0.70089,0.65457,0.26281,0.96424,3.48453,0.04996,0.68706,1.59818,0.000729705,0.000729705,0.000729705
54,1637.76,1.05551,4.03654,0.28308,0.96645,1.41915,0.92524,0.88737,0.94755,0.69102,0.73426,0.64939,0.62221,0.24299,0.98673,3.96888,0.03813,0.64158,1.62227,0.000722372,0.000722372,0.000722372
55,1667.24,1.08458,4.06327,0.27642,1.00448,1.44854,0.91614,0.90051,0.94915,0.71496,0.81349,0.75065,0.75882,0.31038,0.89643,3.35283,0.03181,0.59559,1.50809,0.00071504,0.00071504,0.00071504
56,1697.07,1.06902,3.93164,0.27383,0.9738,1.42862,0.94226,0.89016,0.95279,0.71925,0.84733,0.79346,0.78671,0.32564,0.91169,3.01272,0.04074,0.59013,1.54763,0.000707707,0.000707707,0.000707707
57,1727.03,1.04462,3.92714,0.27845,0.94898,1.4076,0.92715,0.9022,0.93862,0.67894,0.8316,0.74742,0.72422,0.32365,0.94467,3.1819,0.06017,0.62407,1.57756,0.000700374,0.000700374,0.000700374
58,1756.48,1.03981,3.93485,0.27236,0.95133,1.41789,0.93037,0.92254,0.95055,0.70438,0.78495,0.77159,0.74004,0.26795,0.91717,3.519,0.09641,0.64106,1.55518,0.000693042,0.000693042,0.000693042
59,1785.45,1.06589,3.82929,0.27578,0.95732,1.41457,0.88162,0.9328,0.9466,0.71915,0.79004,0.75366,0.79016,0.32526,0.90784,3.18643,0.03831,0.64758,1.54975,0.000685709,0.000685709,0.000685709
60,1814.97,1.0591,3.92413,0.27395,0.95825,1.4234,0.91702,0.90657,0.96435,0.718,0.81015,0.79198,0.78317,0.32067,0.90546,3.13635,0.04832,0.61104,1.53105,0.000678377,0.000678377,0.000678377
61,1844.34,1.00218,3.84774,0.27925,0.90947,1.3727,0.92177,0.92829,0.95078,0.70528,0.77514,0.76857,0.73575,0.30765,0.93443,3.3053,0.06001,0.63579,1.53951,0.000671044,0.000671044,0.000671044
62,1874.33,1.03659,3.84104,0.27699,0.94577,1.41536,0.96384,0.90903,0.96196,0.7253,0.79397,0.75029,0.72748,0.27595,0.8981,3.52741,0.0526,0.59661,1.52955,0.000663711,0.000663711,0.000663711
63,1903.77,1.03121,3.76557,0.26759,0.93025,1.40637,0.92148,0.91261,0.95005,0.71613,0.79385,0.71222,0.71377,0.29999,0.89141,3.59491,0.04495,0.6129,1.51795,0.000656379,0.000656379,0.000656379
64,1933.39,1.0187,3.78416,0.27674,0.89591,1.38949,0.90553,0.9149,0.93442,0.70991,0.79395,0.8149,0.78121,0.33202,0.89558,3.12897,0.03821,0.58728,1.52907,0.000649046,0.000649046,0.000649046
65,1963.11,1.03783,3.75679,0.26706,0.93005,1.40001,0.92973,0.92808,0.95664,0.7121,0.7903,0.76447,0.74225,0.31765,0.92894,3.44288,0.03805,0.57884,1.55067,0.000641714,0.000641714,0.000641714
66,1992.1,1.01813,3.71659,0.2694,0.92475,1.38989,0.91686,0.90416,0.95252,0.71121,0.86374,0.77901,0.80192,0.35162,0.93778,3.0682,0.07706,0.58173,1.52719,0.000634381,0.000634381,0.000634381
67,2021.75,1.00427,3.67723,0.26145,0.89211,1.37902,0.92664,0.91324,0.94674,0.72306,0.84071,0.77238,0.78586,0.33541,0.89213,3.08632,0.0481,0.59251,1.53148,0.000627048,0.000627048,0.000627048
68,2051.49,1.00532,3.6667,0.25946,0.9021,1.38041,0.85877,0.92525,0.94151,0.72971,0.77869,0.78928,0.75248,0.32298,0.84303,3.00294,0.03832,0.60137,1.46956,0.000619716,0.000619716,0.000619716
69,2080.98,0.9797,3.57165,0.27068,0.86881,1.35917,0.92659,0.90373,0.94998,0.72727,0.80466,0.79392,0.7664,0.35157,0.83558,3.00355,0.04116,0.55467,1.46527,0.000612383,0.000612383,0.000612383
70,2111.72,0.99032,3.59376,0.26211,0.88028,1.37286,0.91869,0.92323,0.94683,0.704,0.8313,0.82865,0.77876,0.35699,0.90089,2.83289,0.04063,0.59691,1.52444,0.000605051,0.000605051,0.000605051
71,2141.73,0.99129,3.64919,0.26755,0.84725,1.37233,0.9272,0.93668,0.95831,0.72954,0.84751,0.78787,0.81319,0.37595,0.86955,2.9478,0.04203,0.5727,1.48291,0.000597718,0.000597718,0.000597718
72,2173.08,0.97491,3.58625,0.26084,0.87302,1.36373,0.93581,0.92701,0.95599,0.74738,0.81629,0.78619,0.76902,0.35819,0.84369,3.14152,0.03624,0.54965,1.46179,0.000590385,0.000590385,0.000590385
73,2204.42,0.97745,3.54369,0.26605,0.86222,1.36253,0.92398,0.9335,0.96224,0.72288,0.77919,0.69385,0.67871,0.27653,0.91819,3.69729,0.05807,0.5787,1.54506,0.000583053,0.000583053,0.000583053
74,2235.6,0.95999,3.52788,0.25899,0.83483,1.3609,0.92182,0.93492,0.95764,0.70049,0.82941,0.80656,0.80914,0.37059,0.96293,3.02635,0.05576,0.58513,1.59174,0.00057572,0.00057572,0.00057572
75,2266.11,0.96583,3.54312,0.25891,0.83886,1.35992,0.92415,0.90692,0.95146,0.70921,0.87571,0.78772,0.80836,0.37387,0.907,2.77926,0.07189,0.59593,1.53914,0.000568388,0.000568388,0.000568388
76,2295.55,0.98282,3.53717,0.25878,0.84764,1.36669,0.92543,0.93186,0.94638,0.72503,0.86465,0.87316,0.84891,0.37578,0.8631,2.63745,0.05456,0.57377,1.49513,0.000561055,0.000561055,0.000561055
77,2325.98,0.9831,3.474,0.2548,0.84986,1.37357,0.92009,0.91293,0.95299,0.73383,0.85569,0.82703,0.83285,0.38476,0.82413,2.81355,0.03597,0.57345,1.46154,0.000553722,0.000553722,0.000553722
78,2357.73,0.96583,3.49605,0.25262,0.84118,1.35872,0.89815,0.91868,0.94393,0.73981,0.8484,0.79907,0.81612,0.39784,0.84211,2.76167,0.03193,0.5604,1.44432,0.00054639,0.00054639,0.00054639
79,2389.13,0.95214,3.47317,0.25655,0.82146,1.33903,0.93865,0.93234,0.95583,0.73839,0.80196,0.79344,0.77279,0.35509,0.86248,3.18759,0.0581,0.57307,1.49813,0.000539057,0.000539057,0.000539057
80,2419.91,0.95582,3.42534,0.2525,0.80647,1.33965,0.94421,0.90667,0.96113,0.73797,0.84008,0.80354,0.8222,0.37321,0.84371,3.11444,0.06799,0.53463,1.46685,0.000531725,0.000531725,0.000531725
81,2450.32,0.93498,3.4217,0.24591,0.81568,1.327,0.91361,0.94398,0.96697,0.7351,0.88486,0.83047,0.84662,0.38516,0.89181,2.92121,0.04062,0.53757,1.52225,0.000524392,0.000524392,0.000524392
82,2481.18,0.95674,3.41125,0.25687,0.82319,1.34285,0.95087,0.95634,0.95896,0.74851,0.87812,0.8817,0.88235,0.39463,0.78673,2.82258,0.0479,0.49394,1.42139,0.000517059,0.000517059,0.000517059
83,2512.53,0.91669,3.38517,0.26122,0.79688,1.31556,0.94798,0.92599,0.96583,0.73317,0.83366,0.82167,0.82656,0.4226,0.85627,2.70997,0.06097,0.54946,1.5005,0.000509727,0.000509727,0.000509727
84,2550.11,0.9207,3.36418,0.25978,0.78645,1.32868,0.91892,0.9393,0.95382,0.74064,0.83189,0.82353,0.82044,0.40815,0.86113,2.9803,0.04888,0.56005,1.4722,0.000502394,0.000502394,0.000502394
85,2580.34,0.93199,3.35206,0.26154,0.81451,1.32992,0.93536,0.91796,0.96684,0.77051,0.83558,0.82728,0.83362,0.39786,0.81043,2.76644,0.0388,0.54186,1.41775,0.000495062,0.000495062,0.000495062
86,2610.63,0.91973,3.24309,0.24191,0.79235,1.31543,0.93129,0.94226,0.96808,0.75337,0.86092,0.81748,0.83973,0.40248,0.80641,2.89562,0.05382,0.50384,1.42638,0.000487729,0.000487729,0.000487729
87,2641.61,0.91887,3.39584,0.24876,0.80297,1.32423,0.93206,0.92888,0.95969,0.75899,0.86369,0.86303,0.86008,0.41854,0.79919,2.70498,0.07691,0.54602,1.41273,0.000480396,0.000480396,0.000480396
88,2671.27,0.91025,3.20361,0.25174,0.7824,1.31154,0.95474,0.9515,0.96979,0.75541,0.86517,0.85885,0.85139,0.40625,0.79528,2.55256,0.0528,0.4963,1.43344,0.000473064,0.000473064,0.000473064
89,2701.65,0.91687,3.27161,0.24184,0.79112,1.31758,0.92213,0.92626,0.95228,0.74585,0.83769,0.8399,0.81695,0.41076,0.84282,2.78277,0.04223,0.53481,1.45344,0.000465731,0.000465731,0.000465731
90,2730.9,0.92651,3.2773,0.24835,0.7792,1.33342,0.92403,0.92824,0.94887,0.76158,0.88333,0.83791,0.84552,0.39385,0.80114,2.63643,0.03627,0.53808,1.42271,0.000458399,0.000458399,0.000458399
91,2760.8,0.90915,3.18153,0.25343,0.76914,1.32306,0.95035,0.92867,0.94411,0.73659,0.85543,0.83116,0.8135,0.3968,0.8272,2.64996,0.03949,0.54709,1.42932,0.000451066,0.000451066,0.000451066
92,2789.65,0.89937,3.16554,0.23954,0.77167,1.31128,0.9408,0.93502,0.96034,0.75104,0.86683,0.86276,0.85834,0.45488,0.80688,2.57415,0.04209,0.5329,1.41253,0.000443733,0.000443733,0.000443733
93,2820.35,0.87413,3.07454,0.24816,0.73928,1.29722,0.93653,0.93436,0.97124,0.75241,0.87743,0.85768,0.8875,0.44157,0.82183,2.53675,0.02842,0.53578,1.43238,0.000436401,0.000436401,0.000436401
94,2849.78,0.87951,3.19273,0.24487,0.7511,1.2912,0.96728,0.93617,0.97551,0.76169,0.90179,0.87111,0.88417,0.44946,0.78219,2.4034,0.04225,0.48466,1.42275,0.000429068,0.000429068,0.000429068
95,2879.62,0.88538,3.15639,0.24522,0.74644,1.30315,0.91974,0.95449,0.96969,0.74286,0.87846,0.84656,0.85803,0.43424,0.79305,2.52461,0.03838,0.51147,1.42476,0.000421736,0.000421736,0.000421736
96,2908.74,0.87991,3.11492,0.24484,0.74551,1.28951,0.94417,0.94066,0.97039,0.76599,0.89524,0.85454,0.88761,0.4552,0.77624,2.42664,0.03111,0.49639,1.42546,0.000414403,0.000414403,0.000414403
97,2938.92,0.87113,3.11452,0.24049,0.7389,1.28484,0.95649,0.94824,0.97768,0.78295,0.91147,0.87545,0.90902,0.47424,0.77843,2.31949,0.02482,0.46928,1.40259,0.00040707,0.00040707,0.00040707
98,2967.75,0.87926,3.05036,0.24316,0.74932,1.3045,0.96175,0.94366,0.97848,0.77836,0.89242,0.87081,0.88415,0.45977,0.81376,2.34559,0.0335,0.46799,1.43216,0.000399738,0.000399738,0.000399738
99,2997.78,0.86023,2.99092,0.2353,0.72135,1.27397,0.95576,0.92138,0.95936,0.77341,0.88718,0.85389,0.86126,0.46047,0.80967,2.37455,0.03161,0.50148,1.43909,0.000392405,0.000392405,0.000392405
100,3026.36,0.85823,2.89829,0.24315,0.72008,1.2866,0.97806,0.93835,0.97995,0.77969,0.87569,0.83926,0.86642,0.4515,0.76579,2.6206,0.02408,0.46129,1.40024,0.000385073,0.000385073,0.000385073
101,3056.58,0.86928,3.04264,0.24484,0.73485,1.28241,0.94001,0.94159,0.97303,0.78499,0.87518,0.87642,0.88667,0.47117,0.77505,2.45601,0.0418,0.47565,1.40308,0.00037774,0.00037774,0.00037774
102,3087.06,0.85627,2.98431,0.23345,0.71827,1.29003,0.93479,0.93156,0.96035,0.76225,0.87339,0.84307,0.84703,0.42918,0.79302,2.55557,0.05315,0.52796,1.44454,0.000370407,0.000370407,0.000370407
103,3117.15,0.85711,2.97294,0.23734,0.70062,1.27168,0.93994,0.95584,0.97804,0.77997,0.89152,0.87227,0.90672,0.47997,0.78501,2.42373,0.03859,0.48371,1.42684,0.000363075,0.000363075,0.000363075
104,3148.04,0.82711,2.98009,0.23806,0.68552,1.25728,0.94156,0.95623,0.97382,0.76851,0.87586,0.84322,0.86183,0.46829,0.74663,2.45035,0.03725,0.46919,1.40262,0.000355742,0.000355742,0.000355742
105,3178.24,0.83872,2.94346,0.24177,0.68542,1.26691,0.95577,0.94065,0.97216,0.76696,0.87891,0.86658,0.87874,0.4653,0.7741,2.44782,0.03614,0.47139,1.4223,0.00034841,0.00034841,0.00034841
106,3207.73,0.85899,2.90413,0.23658,0.7129,1.27461,0.94279,0.95832,0.97755,0.77515,0.89605,0.86818,0.90031,0.47264,0.76637,2.29791,0.0193,0.47221,1.41887,0.000341077,0.000341077,0.000341077
107,3237.51,0.83652,2.85099,0.24164,0.67013,1.26447,0.97043,0.9379,0.98155,0.77804,0.89888,0.84138,0.88099,0.43938,0.76169,2.48813,0.02867,0.4601,1.41489,0.000333744,0.000333744,0.000333744
108,3266.97,0.82121,2.83832,0.23384,0.69791,1.26098,0.95421,0.9424,0.96555,0.7659,0.89759,0.841,0.86482,0.47256,0.76139,2.2421,0.03184,0.47518,1.42545,0.000326412,0.000326412,0.000326412
109,3295.99,0.83154,2.84762,0.2401,0.69912,1.26558,0.93969,0.95098,0.97163,0.77701,0.8844,0.85323,0.87821,0.47764,0.73415,2.30369,0.0419,0.47776,1.3834,0.000319079,0.000319079,0.000319079
110,3325.29,0.83767,2.83226,0.23758,0.69826,1.26147,0.96615,0.93122,0.97977,0.77414,0.90194,0.86044,0.88923,0.48505,0.77796,2.40063,0.02339,0.47729,1.42162,0.000311747,0.000311747,0.000311747
111,3354.5,0.82249,2.80265,0.22962,0.66904,1.26197,0.95102,0.93705,0.96166,0.76716,0.8924,0.86049,0.87109,0.48067,0.76505,2.43009,0.0355,0.48259,1.40715,0.000304414,0.000304414,0.000304414
112,3385.09,0.81047,2.73044,0.23655,0.67896,1.24964,0.95678,0.93006,0.95752,0.76207,0.88869,0.86252,0.87381,0.48119,0.76273,2.29566,0.03636,0.48197,1.41144,0.000297081,0.000297081,0.000297081
113,3415.03,0.82073,2.81977,0.23803,0.66912,1.25819,0.95195,0.94658,0.97149,0.78647,0.89674,0.89381,0.89864,0.47983,0.72818,2.34018,0.03009,0.45845,1.36516,0.000289749,0.000289749,0.000289749
114,3445.39,0.80263,2.78991,0.23402,0.6653,1.2405,0.93318,0.92759,0.94789,0.76673,0.87749,0.87544,0.87768,0.46789,0.76522,2.35691,0.03861,0.4937,1.41529,0.000282416,0.000282416,0.000282416
115,3474.65,0.81696,2.73406,0.23225,0.65508,1.24914,0.95041,0.92786,0.95266,0.75692,0.90049,0.88112,0.87709,0.46823,0.74654,2.36288,0.02989,0.50082,1.39047,0.000275084,0.000275084,0.000275084
116,3503.9,0.80808,2.71815,0.22739,0.66508,1.23771,0.95862,0.9423,0.96658,0.77341,0.88524,0.8659,0.86018,0.45405,0.75727,2.4789,0.0274,0.49355,1.42443,0.000267751,0.000267751,0.000267751
117,3534.06,0.80419,2.73082,0.23618,0.65843,1.23296,0.95517,0.93295,0.97048,0.77563,0.88639,0.86014,0.86576,0.48138,0.76003,2.34303,0.03187,0.47291,1.4124,0.000260418,0.000260418,0.000260418
118,3564.17,0.80083,2.75584,0.22745,0.66635,1.24003,0.96028,0.92659,0.9659,0.7738,0.92142,0.88377,0.9026,0.50335,0.75064,2.20521,0.02975,0.47511,1.41234,0.000253086,0.000253086,0.000253086
